MNM_MM_ID,MNM_MOVIE_ID,MNM_MOVIE_CATEGORY_ID,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY,
3644,1653,18,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3645,1653,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3646,1654,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3647,1654,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3648,1654,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3649,1655,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3650,1655,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3651,1655,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3652,1656,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3653,1656,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3654,1657,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3655,1657,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3656,1657,18,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3657,1658,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3658,1658,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3659,1658,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3660,1658,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3661,1658,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3662,1659,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3663,1659,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3664,1660,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3665,1660,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3666,1660,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3667,1660,18,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3668,1661,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3669,1661,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3670,1661,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3671,1662,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3672,1662,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3673,1663,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3674,1663,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3675,1663,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3676,1663,18,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3677,1664,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3678,1664,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3679,1664,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3680,1664,17,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3681,1665,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3682,1666,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3683,1666,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3684,1666,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3685,1667,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3686,1667,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3687,1668,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3688,1668,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3689,1669,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3690,1669,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3691,1670,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3692,1671,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3693,1671,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3694,1671,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3695,1672,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3696,1673,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3697,1673,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3698,1674,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3699,1674,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3700,1675,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3701,1676,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3702,1676,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3703,1676,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3704,1677,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3705,1677,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3706,1677,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3707,1677,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3708,1678,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3709,1678,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3710,1679,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3711,1680,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3712,1681,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3713,1681,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3714,1682,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3715,1682,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3716,1683,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3717,1683,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3718,1684,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3719,1684,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3720,1684,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3721,1684,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3722,1684,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3723,1685,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3724,1685,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3725,1685,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3726,1686,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3727,1686,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3728,1686,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3729,1687,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3730,1687,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3731,1687,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3732,1687,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3733,1688,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3734,1689,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3735,1689,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3736,1689,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3737,1690,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3738,1691,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3739,1692,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3740,1692,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3741,1693,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3742,1693,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3743,1693,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3744,1694,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3745,1694,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3746,1694,18,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3747,1695,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3748,1695,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3749,1696,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3750,1696,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3751,1697,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3752,1697,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3753,1697,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3754,1697,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3755,1697,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3756,1698,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3757,1698,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3758,1698,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3759,1698,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3760,1699,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3761,1699,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3762,1700,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3763,1700,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3764,1700,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3765,1700,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3766,1701,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3767,1701,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3768,1701,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3769,1701,18,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3770,1701,17,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3771,1702,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3772,1702,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3773,1702,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3774,1703,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3775,1703,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3776,1704,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3777,1704,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3778,1704,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3779,1705,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3780,1705,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3781,1706,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3782,1706,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3783,1706,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3784,1707,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3785,1707,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3786,1707,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3787,1708,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3788,1708,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3789,1708,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3790,1709,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3791,1709,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3792,1710,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3793,1711,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3794,1711,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3795,1712,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3796,1712,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3797,1713,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3798,1713,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3799,1714,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3800,1714,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3801,1715,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3802,1715,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3803,1715,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3804,1716,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3805,1716,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3806,1716,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3807,1717,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3808,1717,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3809,1717,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3810,1718,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3811,1718,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3812,1718,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3813,1719,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3814,1719,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3815,1720,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3816,1720,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3817,1720,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3818,1720,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3819,1721,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3820,1721,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3821,1722,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3822,1722,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3823,1722,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3824,1722,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3825,1723,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3826,1723,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3827,1723,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3828,1724,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3829,1724,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3830,1725,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3831,1726,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3832,1726,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3833,1727,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3834,1727,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3835,1727,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3836,1728,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3837,1728,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3838,1728,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3839,1729,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3840,1729,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3841,1730,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3842,1730,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3843,1730,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3844,1731,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3845,1731,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3846,1732,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3847,1733,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3848,1734,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3849,1734,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3850,1734,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3851,1734,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3852,1735,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3853,1735,19,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3854,1735,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3855,1736,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3856,1736,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3857,1736,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3858,1736,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3859,1737,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3860,1737,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3861,1738,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3862,1738,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3863,1738,19,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3864,1738,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3865,1739,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3866,1739,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3867,1739,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3868,1740,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3869,1741,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3870,1741,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3871,1741,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3872,1741,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3873,1742,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3874,1743,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3875,1744,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3876,1744,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3877,1744,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3878,1745,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3879,1745,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3880,1745,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3881,1746,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3882,1747,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3883,1748,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3884,1749,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3885,1750,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3886,1750,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3887,1751,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3888,1751,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3889,1751,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3890,1752,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3891,1752,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3892,1753,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3893,1753,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3894,1754,19,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3895,1754,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3896,1754,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3897,1755,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3898,1756,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3899,1756,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3900,1756,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3901,1757,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3902,1758,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3903,1758,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3904,1759,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3905,1760,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3906,1760,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3907,1761,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3908,1761,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3909,1762,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3910,1762,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3911,1763,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3912,1763,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3913,1763,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3914,1764,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3915,1765,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3916,1765,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3917,1765,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3918,1765,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3919,1766,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3920,1767,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3921,1768,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3922,1768,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3923,1769,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3924,1769,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3925,1770,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3926,1771,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3927,1772,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3928,1772,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3929,1772,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3930,1773,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3931,1773,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3932,1774,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3933,1774,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3934,1774,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3935,1775,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3936,1775,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3937,1775,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3938,1776,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3939,1777,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3940,1777,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3941,1777,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3942,1778,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3943,1779,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3944,1780,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3945,1780,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3946,1781,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3947,1781,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3948,1782,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3949,1783,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3950,1784,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3951,1784,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3952,1785,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3953,1785,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3954,1786,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3955,1786,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3956,1787,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3957,1787,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3958,1788,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3959,1789,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3960,1789,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3961,1789,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3962,1790,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3963,1790,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3964,1790,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3965,1791,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3966,1791,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3967,1792,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3968,1792,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3969,1793,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3970,1793,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3971,1794,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3972,1794,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3973,1795,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3974,1795,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3975,1795,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3976,1796,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3977,1796,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3978,1797,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3979,1798,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3980,1799,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3981,1799,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
3982,1799,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
