MNM_MOVIE_ID,MNM_MOVIE_NAME,MNM_MOVIE_NAME_EN,MNM_MOVIE_DESC,MNM_MOVIE_DESC_EN,MNM_MOVIE_IMG_PATH,MNM_MOVIE_TRAILER_PATH,MNM_MOVIE_MEDIA_PATH,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY
1589,Disturbing Behavior (1998),Disturbing Behavior (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1590,Jane Austen's Mafia! (1998),Jane Austen's Mafia! (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1591,Saving Private Ryan (1998),Saving Private Ryan (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1592,Billy's Hollywood Screen Kiss (1997),Billy's Hollywood Screen Kiss (1997),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1593,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)","Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1594,"Barefoot Executive, The (1971)","Barefoot Executive, The (1971)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1595,"Black Cauldron, The (1985)","Black Cauldron, The (1985)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1596,"Black Hole, The (1979)","Black Hole, The (1979)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1597,Blackbeard's Ghost (1968),Blackbeard's Ghost (1968),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1598,Blank Check (1994),Blank Check (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1599,Candleshoe (1977),Candleshoe (1977),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1600,"Cat from Outer Space, The (1978)","Cat from Outer Space, The (1978)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1601,Cheetah (1989),Cheetah (1989),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1602,"Computer Wore Tennis Shoes, The (1969)","Computer Wore Tennis Shoes, The (1969)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1603,Condorman (1981),Condorman (1981),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1604,D2: The Mighty Ducks (1994),D2: The Mighty Ducks (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1605,Darby O'Gill and the Little People (1959),Darby O'Gill and the Little People (1959),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1606,"Devil and Max Devlin, The (1981)","Devil and Max Devlin, The (1981)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1607,"Far Off Place, A (1993)","Far Off Place, A (1993)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1608,Flight of the Navigator (1986),Flight of the Navigator (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1609,"Gnome-Mobile, The (1967)","Gnome-Mobile, The (1967)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1610,"Great Mouse Detective, The (1986)","Great Mouse Detective, The (1986)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1611,"Happiest Millionaire, The (1967)","Happiest Millionaire, The (1967)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1612,Herbie Goes Bananas (1980),Herbie Goes Bananas (1980),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1613,Herbie Goes to Monte Carlo (1977),Herbie Goes to Monte Carlo (1977),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1614,Hocus Pocus (1993),Hocus Pocus (1993),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1615,"Honey, I Blew Up the Kid (1992)","Honey, I Blew Up the Kid (1992)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1616,"Honey, I Shrunk the Kids (1989)","Honey, I Shrunk the Kids (1989)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1617,Hot Lead and Cold Feet (1978),Hot Lead and Cold Feet (1978),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1618,In Search of the Castaways (1962),In Search of the Castaways (1962),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1619,"Incredible Journey, The (1963)","Incredible Journey, The (1963)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1620,"Negotiator, The (1998)","Negotiator, The (1998)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1621,"Parent Trap, The (1998)","Parent Trap, The (1998)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1622,BASEketball (1998),BASEketball (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1623,"Governess, The (1998)","Governess, The (1998)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1624,"Seventh Heaven (Septième ciel, Le) (1997)","Seventh Heaven (Septième ciel, Le) (1997)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1625,Roger & Me (1989),Roger & Me (1989),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1626,"Purple Rose of Cairo, The (1985)","Purple Rose of Cairo, The (1985)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1627,Out of the Past (1947),Out of the Past (1947),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1628,Doctor Zhivago (1965),Doctor Zhivago (1965),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1629,Fanny and Alexander (Fanny och Alexander) (1982),Fanny and Alexander (Fanny och Alexander) (1982),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1630,"Trip to Bountiful, The (1985)","Trip to Bountiful, The (1985)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1631,Tender Mercies (1983),Tender Mercies (1983),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1632,And the Band Played On (1993),And the Band Played On (1993),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1633,"'burbs, The (1989)","'burbs, The (1989)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1634,Fandango (1985),Fandango (1985),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1635,"Night Porter, The (Portiere di notte, Il) (1974)","Night Porter, The (Portiere di notte, Il) (1974)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1636,Mephisto (1981),Mephisto (1981),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1637,Blue Velvet (1986),Blue Velvet (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1638,"Journey of Natty Gann, The (1985)","Journey of Natty Gann, The (1985)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1639,"Jungle Book, The (1967)","Jungle Book, The (1967)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1640,Kidnapped (1960),Kidnapped (1960),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1641,Lady and the Tramp (1955),Lady and the Tramp (1955),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1642,"Little Mermaid, The (1989)","Little Mermaid, The (1989)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1643,"Mighty Ducks, The (1992)","Mighty Ducks, The (1992)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1644,"Muppet Christmas Carol, The (1992)","Muppet Christmas Carol, The (1992)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1645,Newsies (1992),Newsies (1992),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1646,101 Dalmatians (One Hundred and One Dalmatians) (1961),101 Dalmatians (One Hundred and One Dalmatians) (1961),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1647,One Magic Christmas (1985),One Magic Christmas (1985),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1648,Peter Pan (1953),Peter Pan (1953),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1649,Popeye (1980),Popeye (1980),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1650,"Rescuers Down Under, The (1990)","Rescuers Down Under, The (1990)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1651,"Rescuers, The (1977)","Rescuers, The (1977)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1652,Return from Witch Mountain (1978),Return from Witch Mountain (1978),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1653,"Return of Jafar, The (1994)","Return of Jafar, The (1994)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1654,Return to Oz (1985),Return to Oz (1985),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1655,"Rocketeer, The (1991)","Rocketeer, The (1991)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1656,"Shaggy D.A., The (1976)","Shaggy D.A., The (1976)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1657,Sleeping Beauty (1959),Sleeping Beauty (1959),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1658,Something Wicked This Way Comes (1983),Something Wicked This Way Comes (1983),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1659,Son of Flubber (1963),Son of Flubber (1963),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1660,Song of the South (1946),Song of the South (1946),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1661,Splash (1984),Splash (1984),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1662,Squanto: A Warrior's Tale (1994),Squanto: A Warrior's Tale (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1663,Steamboat Willie (1928),Steamboat Willie (1928),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1664,Tall Tale (1995),Tall Tale (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1665,Tex (1982),Tex (1982),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1666,Tron (1982),Tron (1982),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1667,Swing Kids (1993),Swing Kids (1993),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1668,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1669,L.A. Story (1991),L.A. Story (1991),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1670,"Jerk, The (1979)","Jerk, The (1979)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1671,Dead Men Don't Wear Plaid (1982),Dead Men Don't Wear Plaid (1982),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1672,"Man with Two Brains, The (1983)","Man with Two Brains, The (1983)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1673,Grand Canyon (1991),Grand Canyon (1991),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1674,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Graveyard Shift (Stephen King's Graveyard Shift) (1990),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1675,"Outsiders, The (1983)","Outsiders, The (1983)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1676,Indiana Jones and the Temple of Doom (1984),Indiana Jones and the Temple of Doom (1984),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1677,"Lord of the Rings, The (1978)","Lord of the Rings, The (1978)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1678,1984 (Nineteen Eighty-Four) (1984),1984 (Nineteen Eighty-Four) (1984),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1679,"Dead Zone, The (1983)","Dead Zone, The (1983)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1680,Maximum Overdrive (1986),Maximum Overdrive (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1681,Needful Things (1993),Needful Things (1993),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1682,Cujo (1983),Cujo (1983),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1683,Children of the Corn (1984),Children of the Corn (1984),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1684,All Dogs Go to Heaven (1989),All Dogs Go to Heaven (1989),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1685,"Addams Family, The (1991)","Addams Family, The (1991)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1686,Ever After: A Cinderella Story (1998),Ever After: A Cinderella Story (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1687,Snake Eyes (1998),Snake Eyes (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1688,Safe Men (1998),Safe Men (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1689,Atlantic City (1980),Atlantic City (1980),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1690,Autumn Sonata (Höstsonaten) (1978),Autumn Sonata (Höstsonaten) (1978),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1691,Who's Afraid of Virginia Woolf? (1966),Who's Afraid of Virginia Woolf? (1966),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1692,Adventures in Babysitting (1987),Adventures in Babysitting (1987),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1693,Weird Science (1985),Weird Science (1985),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1694,Doctor Dolittle (1967),Doctor Dolittle (1967),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1695,"Nutty Professor, The (1963)","Nutty Professor, The (1963)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1696,Charlotte's Web (1973),Charlotte's Web (1973),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1697,Watership Down (1978),Watership Down (1978),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1698,"Secret of NIMH, The (1982)","Secret of NIMH, The (1982)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1699,"Dark Crystal, The (1982)","Dark Crystal, The (1982)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1700,"American Tail, An (1986)","American Tail, An (1986)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1701,"American Tail: Fievel Goes West, An (1991)","American Tail: Fievel Goes West, An (1991)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1702,Legend (1985),Legend (1985),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1703,Sixteen Candles (1984),Sixteen Candles (1984),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1704,Pretty in Pink (1986),Pretty in Pink (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1705,St. Elmo's Fire (1985),St. Elmo's Fire (1985),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1706,"Clan of the Cave Bear, The (1986)","Clan of the Cave Bear, The (1986)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1707,House (1986),House (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1708,House II: The Second Story (1987),House II: The Second Story (1987),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1709,"Gods Must Be Crazy, The (1980)","Gods Must Be Crazy, The (1980)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1710,"Gods Must Be Crazy II, The (1989)","Gods Must Be Crazy II, The (1989)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1711,Air Bud: Golden Receiver (1998),Air Bud: Golden Receiver (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1712,"Avengers, The (1998)","Avengers, The (1998)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1713,How Stella Got Her Groove Back (1998),How Stella Got Her Groove Back (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1714,"Slums of Beverly Hills, The (1998)","Slums of Beverly Hills, The (1998)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1715,Henry: Portrait of a Serial Killer (1986),Henry: Portrait of a Serial Killer (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1716,Rosemary's Baby (1968),Rosemary's Baby (1968),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1717,"NeverEnding Story, The (1984)","NeverEnding Story, The (1984)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1718,"NeverEnding Story II: The Next Chapter, The (1990)","NeverEnding Story II: The Next Chapter, The (1990)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1719,Attack of the Killer Tomatoes! (1978),Attack of the Killer Tomatoes! (1978),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1720,Surf Nazis Must Die (1987),Surf Nazis Must Die (1987),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1721,Your Friends and Neighbors (1998),Your Friends and Neighbors (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1722,Return to Paradise (1998),Return to Paradise (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1723,Blade (1998),Blade (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1724,Dance with Me (1998),Dance with Me (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1725,Dead Man on Campus (1998),Dead Man on Campus (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1726,Wrongfully Accused (1998),Wrongfully Accused (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1727,Next Stop Wonderland (1998),Next Stop Wonderland (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1728,"Navigator: A Mediaeval Odyssey, The (1988)","Navigator: A Mediaeval Odyssey, The (1988)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1729,Beetlejuice (1988),Beetlejuice (1988),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1730,Rope (1948),Rope (1948),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1731,Family Plot (1976),Family Plot (1976),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1732,Frenzy (1972),Frenzy (1972),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1733,Torn Curtain (1966),Torn Curtain (1966),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1734,Marnie (1964),Marnie (1964),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1735,"Wrong Man, The (1956)","Wrong Man, The (1956)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1736,"Man Who Knew Too Much, The (1956)","Man Who Knew Too Much, The (1956)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1737,"Trouble with Harry, The (1955)","Trouble with Harry, The (1955)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1738,Strangers on a Train (1951),Strangers on a Train (1951),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1739,Stage Fright (1950),Stage Fright (1950),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1740,54 (1998),54 (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1741,I Married A Strange Person! (1997),I Married A Strange Person! (1997),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1742,Why Do Fools Fall In Love? (1998),Why Do Fools Fall In Love? (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1743,"Merry War, A (1997)","Merry War, A (1997)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1744,Willow (1988),Willow (1988),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1745,"Untouchables, The (1987)","Untouchables, The (1987)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1746,Dirty Work (1998),Dirty Work (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1747,Firelight (1997),Firelight (1997),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1748,Under Capricorn (1949),Under Capricorn (1949),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1749,"Paradine Case, The (1947)","Paradine Case, The (1947)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1750,Lifeboat (1944),Lifeboat (1944),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1751,Shadow of a Doubt (1943),Shadow of a Doubt (1943),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1752,Saboteur (1942),Saboteur (1942),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1753,Mr. & Mrs. Smith (1941),Mr. & Mrs. Smith (1941),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1754,Suspicion (1941),Suspicion (1941),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1755,Jamaica Inn (1939),Jamaica Inn (1939),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1756,"Lady Vanishes, The (1938)","Lady Vanishes, The (1938)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1757,Sabotage (1936),Sabotage (1936),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1758,"Man Who Knew Too Much, The (1934)","Man Who Knew Too Much, The (1934)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1759,Number Seventeen (a.k.a. Number 17) (1932),Number Seventeen (a.k.a. Number 17) (1932),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1760,Rich and Strange (1931),Rich and Strange (1931),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1761,Murder! (1930),Murder! (1930),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1762,Blackmail (1929),Blackmail (1929),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1763,"Lodger: A Story of the London Fog, The (1927)","Lodger: A Story of the London Fog, The (1927)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1764,Rounders (1998),Rounders (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1765,Cube (1997),Cube (1997),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1766,Simon Birch (1998),Simon Birch (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1767,Without Limits (1998),Without Limits (1998),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1768,Seven Beauties (Pasqualino Settebellezze) (1976),Seven Beauties (Pasqualino Settebellezze) (1976),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1769,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1770,My Bodyguard (1980),My Bodyguard (1980),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1771,Class (1983),Class (1983),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1772,Broadcast News (1987),Broadcast News (1987),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1773,"Allnighter, The (1987)","Allnighter, The (1987)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1774,Working Girl (1988),Working Girl (1988),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1775,Stars and Bars (1988),Stars and Bars (1988),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1776,Married to the Mob (1988),Married to the Mob (1988),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1777,Say Anything... (1989),Say Anything... (1989),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1778,My Blue Heaven (1990),My Blue Heaven (1990),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1779,Men Don't Leave (1990),Men Don't Leave (1990),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1780,Hero (1992),Hero (1992),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1781,Toys (1992),Toys (1992),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1782,Choices (1981),Choices (1981),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1783,Young Doctors in Love (1982),Young Doctors in Love (1982),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1784,Parasite (1982),Parasite (1982),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1785,No Small Affair (1984),No Small Affair (1984),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1786,Blame It on Rio (1984),Blame It on Rio (1984),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1787,Wisdom (1986),Wisdom (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1788,One Crazy Summer (1986),One Crazy Summer (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1789,About Last Night... (1986),About Last Night... (1986),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1790,"Seventh Sign, The (1988)","Seventh Sign, The (1988)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1791,We're No Angels (1989),We're No Angels (1989),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1792,Nothing But Trouble (1991),Nothing But Trouble (1991),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
1793,"Butcher's Wife, The (1991)","Butcher's Wife, The (1991)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
